child_id,age,gender,home_environment,parent_education,parent_income,mental_health,physical_abuse_record,emotional_abuse_record,attendance_rate,behavioral_issues,father_alcohol_use,mother_alcohol_use,father_smoking_use,mother_smoking_use,abuse_status
1173,7,Male,5,4,3,5,0,0,99,0,0,1,0,0,1
1174,5,Male,2,1,5,3,1,0,85,0,0,0,0,0,1
1175,7,Male,4,2,1,3,1,1,96,1,0,0,1,1,1
1176,3,Male,4,3,1,5,0,1,93,0,1,1,0,0,1
1177,3,Male,3,5,1,4,1,1,82,0,0,1,0,0,1
1178,7,Female,2,5,2,2,0,0,96,1,0,0,0,1,1
1179,4,Male,2,1,2,1,1,0,85,1,1,0,0,1,1
1180,6,Female,3,3,1,2,1,0,62,0,1,0,0,0,0
1181,7,Female,2,1,2,2,0,0,68,1,0,1,1,1,1
1182,7,Male,5,4,2,3,0,0,73,0,0,1,0,1,0
1183,7,Female,5,5,5,3,1,0,52,1,0,1,1,0,0
1184,7,Male,4,4,1,2,1,0,91,0,1,0,1,1,0
1185,6,Male,4,1,5,1,1,1,65,1,0,1,0,1,1
1186,5,Male,1,1,1,5,0,0,79,0,0,0,1,1,0
1187,3,Female,2,2,4,3,1,0,96,1,0,0,0,1,0
1188,6,Male,1,4,1,3,0,0,60,0,1,0,1,1,1
1189,7,Female,1,1,3,2,1,1,83,1,0,0,1,0,1
1190,6,Female,2,1,5,4,1,1,92,1,1,0,0,0,1
1191,4,Female,1,1,5,4,0,1,71,1,0,0,0,1,0
1192,4,Male,5,5,3,1,1,1,74,1,0,0,1,0,0
1193,3,Female,1,2,2,4,0,0,64,0,1,0,0,1,0
1194,3,Male,4,1,3,4,1,0,83,1,1,1,0,0,1
1195,4,Male,5,5,1,2,1,1,59,1,0,1,0,1,0
1196,7,Male,3,5,2,2,0,0,96,0,1,1,1,1,1
1197,6,Female,3,2,2,3,1,1,62,1,0,1,1,1,1
1198,6,Male,5,5,5,5,0,0,85,1,1,0,1,1,1
1199,5,Female,2,5,3,3,1,1,94,0,1,0,1,0,0
1200,7,Female,3,3,1,4,0,1,74,1,0,1,0,1,1
1201,5,Male,5,3,5,2,0,0,86,1,1,1,1,0,0
1202,4,Male,3,1,5,1,0,1,99,1,1,0,0,1,1
1203,7,Female,4,1,4,3,1,1,63,0,1,1,1,0,1
1204,3,Male,1,4,1,5,1,0,61,1,1,1,0,1,1
1205,7,Female,1,3,3,3,1,1,99,0,1,1,0,1,0
1206,7,Male,5,2,2,2,0,1,91,1,0,0,0,0,1
1207,3,Female,3,5,2,4,0,1,71,0,0,0,1,1,0
1208,4,Male,5,2,2,4,0,1,99,1,0,0,1,0,0
1209,5,Female,3,1,5,3,1,0,56,1,1,0,1,0,1
1210,6,Male,1,5,4,2,0,1,100,0,0,1,0,0,1
1211,6,Male,3,3,4,3,1,1,54,0,0,1,1,1,0
1212,4,Male,4,3,2,5,0,1,98,0,1,1,1,0,1
1213,7,Male,1,4,1,4,0,0,81,0,0,0,0,0,1
1214,3,Male,2,5,1,2,0,1,59,0,0,1,1,0,0
1215,3,Male,5,3,3,2,1,0,81,0,1,0,1,1,0
1216,6,Female,3,5,2,3,0,0,67,1,1,0,1,1,0
1217,6,Female,2,1,1,2,1,0,50,1,1,1,1,1,0
1218,3,Male,1,5,1,4,0,1,100,1,0,0,0,0,0
1219,5,Female,4,4,5,2,0,1,78,1,1,1,0,1,0
1220,7,Female,5,5,1,1,1,1,83,0,0,1,0,1,0
1221,4,Male,2,1,2,3,0,1,67,1,0,0,1,1,0
1222,7,Female,2,2,3,3,0,1,76,0,0,1,0,1,1
1223,3,Female,1,1,3,2,0,1,69,0,0,0,0,1,0
1224,5,Female,5,4,1,2,0,1,50,1,0,0,0,0,0
1225,6,Male,4,3,1,1,0,1,95,1,0,0,0,0,0
1226,5,Female,4,5,2,1,1,0,89,1,0,1,0,1,1
1227,5,Female,2,5,1,4,0,1,92,0,0,1,0,0,1
1228,6,Male,3,2,3,3,1,1,81,0,1,1,0,1,1
1229,6,Male,3,5,4,1,0,1,50,0,0,0,0,1,1
1230,5,Female,3,2,3,4,0,1,89,0,1,1,1,1,1
1231,7,Female,3,4,1,3,1,1,91,1,1,1,0,1,1
1232,7,Male,1,1,3,4,0,0,95,1,1,1,1,1,1
1233,4,Female,2,5,3,5,1,0,64,0,1,0,0,1,1
1234,4,Female,4,3,3,1,0,1,50,0,1,0,0,1,0
1235,4,Male,2,4,4,1,0,1,79,0,1,0,1,0,1
1236,3,Female,1,3,1,5,1,1,92,1,1,0,1,1,1
1237,5,Male,5,4,4,5,1,0,96,0,1,0,0,1,0
1238,7,Male,4,4,3,3,0,1,66,0,1,0,1,1,1
1239,6,Male,1,1,5,1,0,0,99,1,0,1,1,0,0
1240,5,Male,4,1,2,4,1,1,95,0,0,1,0,0,0
1241,5,Female,3,5,5,3,0,0,99,0,0,1,0,0,1
1242,5,Male,1,5,1,5,0,0,62,1,1,1,1,1,1
1243,4,Female,4,4,1,5,0,1,83,1,0,1,1,0,1
1244,4,Female,4,2,2,4,0,1,86,0,1,1,1,0,0
1245,6,Male,3,3,3,5,0,0,60,0,1,0,0,0,1
1246,7,Male,3,5,3,1,1,1,72,1,1,1,0,1,1
1247,4,Female,2,1,2,5,0,1,91,0,1,0,1,1,1
1248,5,Male,3,2,1,1,0,0,99,1,0,1,0,1,1
1249,3,Female,2,3,2,4,0,1,63,0,1,1,1,0,0
1250,7,Female,5,1,3,2,1,1,70,1,0,0,1,0,0
1251,3,Female,5,5,5,3,1,0,66,0,0,0,1,1,0
1252,6,Female,3,3,2,4,0,1,67,1,1,1,1,1,1
1253,4,Male,5,4,2,5,1,0,80,0,1,0,1,0,1
1254,6,Female,3,1,4,1,0,0,61,1,0,1,1,0,0
1255,3,Male,4,5,1,4,0,1,74,1,0,1,1,1,1
1256,3,Male,3,4,4,2,1,0,61,1,1,1,1,1,0
1257,5,Male,1,5,4,3,0,1,50,1,0,1,0,1,0
1258,6,Male,5,5,2,4,0,1,83,0,0,1,0,1,0
1259,5,Female,1,4,5,1,1,0,56,1,1,1,0,1,0
1260,3,Female,4,3,2,1,0,0,96,0,0,1,0,0,1
1261,6,Female,3,3,2,3,1,0,85,0,0,1,0,1,0
1262,3,Male,4,2,5,1,1,1,76,1,1,1,0,0,1
1263,5,Male,1,4,4,2,0,1,94,1,0,0,0,1,0
1264,4,Female,3,2,5,3,1,1,60,0,1,1,0,0,1
1265,6,Male,5,4,2,4,0,1,56,1,1,1,0,1,1
1266,5,Male,1,2,4,2,1,1,50,0,0,1,1,1,1
1267,4,Male,5,4,1,5,1,1,82,0,0,1,1,1,0
1268,6,Male,2,3,5,1,1,1,91,0,1,1,0,1,0
1269,4,Female,3,3,1,3,0,1,66,0,0,0,0,1,0
1270,4,Female,5,3,3,2,1,1,86,0,1,0,1,0,0
1271,5,Male,2,1,4,5,0,0,55,1,0,0,1,1,0
1272,7,Female,2,4,3,1,1,0,97,0,0,1,1,1,1
1273,5,Female,4,2,2,1,1,0,84,0,0,1,1,0,1
1274,7,Male,3,4,4,2,0,0,90,0,0,1,1,1,0
1275,5,Female,3,3,3,1,0,1,87,0,1,1,1,0,1
1276,3,Male,1,1,5,4,0,0,54,0,0,0,1,0,1
1277,3,Female,1,2,4,4,0,1,51,0,1,1,0,0,0
1278,4,Male,1,2,3,2,0,1,58,1,1,1,1,0,0
1279,4,Female,5,3,5,5,1,1,90,0,0,1,0,1,0
1280,3,Male,2,3,4,4,0,1,66,1,0,1,0,0,0
1281,7,Female,4,4,3,3,0,1,89,1,1,1,1,1,1
1282,4,Female,1,1,1,1,0,0,55,1,1,0,1,1,0
1283,5,Female,3,3,1,4,1,0,90,1,1,1,1,1,0
1284,4,Female,2,1,1,5,0,1,62,1,1,0,1,0,1
1285,3,Female,4,2,3,4,0,0,87,1,1,0,1,1,1
1286,6,Female,2,1,2,5,1,0,78,1,1,1,0,0,0
1287,6,Male,1,4,4,2,1,1,66,0,1,0,0,1,1
1288,7,Male,4,4,1,3,0,0,55,1,0,0,1,0,0
1289,5,Female,5,1,1,1,0,0,90,0,1,1,1,0,0
1290,4,Male,3,4,2,2,1,1,92,1,0,0,1,0,1
1291,4,Male,3,5,2,1,1,1,86,1,0,1,1,1,1
1292,5,Male,4,1,4,5,0,1,98,1,1,0,1,0,1
1293,5,Male,2,3,4,5,1,1,87,0,0,1,0,1,1
1294,6,Male,4,3,1,1,0,1,90,1,1,0,1,0,0
1295,3,Female,1,1,3,1,1,1,57,1,0,1,0,0,1
1296,6,Female,5,4,5,3,1,0,100,1,0,1,0,1,1
1297,6,Female,1,5,5,3,1,1,65,0,1,1,0,1,1
1298,4,Female,3,2,1,3,0,0,89,0,1,1,0,0,1
1299,4,Female,4,3,2,3,0,0,84,0,1,1,1,1,0
1300,7,Female,2,5,3,5,0,0,78,0,1,0,0,0,1
1301,6,Male,3,5,2,1,1,1,51,1,0,0,0,0,0
1302,5,Female,2,4,2,3,0,1,97,1,1,0,1,0,1
1303,6,Female,1,2,1,5,1,1,57,1,0,1,0,1,0
1304,7,Male,3,3,1,1,0,1,84,0,1,0,1,0,1
1305,3,Female,1,1,4,1,0,1,60,1,0,0,1,0,1
1306,5,Male,5,3,4,4,1,0,98,0,0,1,0,1,1
1307,7,Female,3,1,2,1,1,1,93,1,0,1,0,1,1
1308,4,Female,4,3,3,1,0,1,62,0,0,0,0,0,1
1309,5,Female,4,1,3,5,1,0,76,0,0,1,0,0,1
1310,7,Male,5,2,2,4,1,1,78,0,0,1,1,0,1
1311,3,Female,5,1,1,1,1,1,91,0,1,1,1,0,1
1312,3,Female,2,2,1,4,0,0,82,0,1,1,0,1,1
1313,7,Female,1,1,5,1,1,1,56,1,1,0,0,1,0
1314,6,Male,1,4,1,1,0,1,63,1,1,0,1,1,1
1315,4,Female,2,2,1,1,0,0,91,0,0,1,0,1,1
1316,4,Male,5,3,4,4,1,0,68,1,1,1,1,0,1
1317,3,Male,1,4,3,5,0,0,54,1,1,0,0,0,1
1318,5,Male,5,5,1,1,1,1,60,1,0,1,0,1,0
1319,7,Male,1,1,1,2,0,1,62,0,0,0,1,1,0
1320,3,Male,4,3,5,4,0,0,53,1,1,1,0,0,0
1321,5,Male,4,4,5,1,0,1,78,1,0,1,1,1,1
1322,3,Female,3,1,5,2,1,0,71,1,0,1,1,1,0
1323,7,Male,3,5,3,5,0,1,74,1,0,1,0,1,0
1324,5,Female,4,1,1,4,0,0,56,1,0,1,0,0,0
1325,5,Female,3,2,5,5,0,1,67,0,1,1,0,0,0
1326,6,Female,3,5,2,2,1,0,83,1,0,0,1,1,0
1327,3,Male,4,3,3,2,1,1,77,0,1,0,0,1,1
1328,5,Male,5,2,5,5,0,0,63,1,0,0,1,0,1
1329,5,Female,4,4,1,5,0,1,54,0,0,1,1,1,1
1330,4,Male,2,5,5,5,0,0,56,0,1,0,1,0,0
1331,7,Female,1,3,3,1,1,1,75,0,0,1,1,1,0
1332,7,Female,2,3,5,1,0,1,81,0,1,1,0,0,1
1333,4,Female,3,2,5,4,0,1,59,1,1,1,1,1,0
1334,6,Female,1,4,5,4,1,0,56,0,1,1,1,1,0
1335,3,Male,5,5,3,4,0,1,87,1,0,1,1,1,1
1336,3,Male,4,1,1,4,0,1,59,0,0,0,0,0,1
1337,7,Female,5,4,1,1,0,1,95,0,1,0,1,0,1
1338,5,Female,5,2,2,5,0,0,50,0,1,1,1,0,0
1339,3,Female,2,4,5,1,1,1,88,0,1,0,1,0,0
1340,6,Male,2,4,1,4,0,1,54,0,1,1,1,0,1
1341,5,Female,1,3,4,1,1,1,52,1,0,1,1,0,1
1342,7,Female,3,4,5,2,0,1,80,1,1,0,1,1,0
1343,4,Female,3,2,2,3,1,0,79,1,0,0,0,1,1
1344,3,Male,4,2,1,1,0,1,94,1,1,0,1,0,1
1345,4,Male,3,5,4,4,1,0,58,1,0,0,1,1,1
1346,4,Female,1,2,2,3,1,0,67,0,1,1,1,1,1
1347,5,Female,5,4,5,2,1,0,72,0,0,0,0,1,0
1348,4,Female,1,5,4,3,0,1,96,0,0,0,1,1,1
1349,6,Female,1,5,1,5,0,1,62,1,1,1,1,0,1
1350,6,Female,2,3,3,2,1,0,86,0,1,1,1,1,1
1351,6,Male,3,1,5,2,0,1,85,1,1,1,0,0,0
1352,3,Male,3,3,1,2,1,0,68,0,0,0,1,1,0
1353,7,Male,5,1,3,4,0,0,58,1,0,0,0,0,1
1354,3,Female,1,4,2,5,1,0,62,1,1,0,0,0,1
1355,5,Male,1,4,2,1,0,1,96,0,1,1,1,1,0
1356,6,Female,1,3,1,5,1,0,65,0,0,0,1,1,0
1357,5,Female,5,5,2,2,0,0,64,0,1,0,1,1,1
1358,7,Female,5,1,4,3,0,1,80,1,0,1,0,1,1
1359,4,Male,5,5,5,5,1,0,94,1,0,1,0,1,0
1360,4,Male,3,1,1,3,1,1,75,0,1,0,1,0,1
1361,6,Female,2,1,5,2,0,0,69,0,1,1,0,1,0
1362,3,Male,3,5,1,3,0,1,50,0,1,0,1,1,1
1363,7,Female,3,5,1,2,1,0,60,0,1,0,0,0,1
1364,4,Female,5,4,3,5,1,0,84,1,0,1,0,1,1
1365,4,Male,2,4,4,2,0,1,81,1,1,1,1,1,0
1366,6,Female,4,3,4,4,1,1,89,0,0,1,0,1,0
1367,6,Male,3,5,5,5,1,1,96,1,0,0,0,0,0
1368,7,Male,1,4,2,2,0,0,89,1,0,0,0,1,1
1369,7,Male,4,4,3,5,1,1,63,1,1,0,0,1,1
1370,3,Female,1,2,3,5,1,1,79,1,0,0,1,1,0
1371,3,Male,1,4,3,5,1,0,86,1,0,1,0,0,0
1372,5,Male,3,3,1,1,1,1,89,1,1,1,0,0,1
1373,7,Male,2,4,4,5,1,0,91,1,1,0,1,1,0
1374,7,Male,5,3,1,2,0,1,67,0,0,1,1,1,0
1375,5,Female,5,3,5,3,1,1,81,0,0,1,1,1,0
1376,7,Male,2,2,1,3,0,1,74,0,0,1,0,1,1
1377,6,Female,3,5,1,5,1,1,57,1,0,1,0,0,1
1378,7,Female,5,1,1,1,0,0,75,1,0,0,1,0,0
1379,6,Male,2,2,5,5,1,1,75,0,1,0,0,0,1
1380,3,Female,1,5,5,1,0,0,74,1,1,1,0,1,0
1381,7,Female,4,4,1,4,1,0,83,1,1,0,1,1,1
1382,5,Male,5,2,3,5,1,0,88,0,0,0,0,0,1
1383,4,Male,4,4,1,1,1,1,84,1,1,0,0,1,1
1384,4,Female,3,5,1,2,1,1,65,0,1,0,1,0,1
1385,7,Male,4,3,5,5,0,1,56,1,0,0,1,1,1
1386,5,Male,4,2,3,2,0,0,85,0,0,0,0,0,1
1387,3,Male,4,5,5,1,1,1,78,0,1,1,0,0,1
1388,6,Male,1,1,4,3,1,0,55,0,0,0,0,0,0
1389,3,Male,1,3,1,2,0,1,97,0,1,1,1,0,1
1390,6,Female,1,3,4,3,1,0,87,1,1,1,1,1,0
1391,7,Male,1,3,4,5,1,0,89,1,0,0,1,0,1
1392,6,Male,4,1,5,1,1,1,74,0,1,0,1,0,0
1393,4,Female,1,3,4,1,1,0,53,0,0,0,0,0,1
1394,4,Female,1,4,4,5,1,0,78,1,0,0,0,1,1
1395,7,Male,1,1,5,3,0,0,82,0,1,1,0,1,1
1396,7,Male,4,1,5,3,0,0,59,1,0,0,1,1,1
1397,6,Male,5,1,3,2,1,0,54,0,0,1,1,1,0
1398,6,Male,5,3,5,2,1,1,75,0,1,0,0,0,1
1399,3,Female,5,2,2,3,1,1,57,1,0,0,0,0,1
1400,7,Male,2,1,5,5,1,0,71,0,1,1,1,0,1
1401,7,Female,2,1,4,5,0,0,59,0,1,1,1,0,1
1402,4,Female,1,4,4,1,0,0,97,1,0,0,1,1,0
1403,6,Female,5,1,5,1,0,0,78,1,1,0,0,0,0
1404,4,Male,4,2,2,2,0,1,90,1,0,0,1,1,1
1405,4,Male,4,1,4,3,0,1,85,0,1,1,1,0,0
1406,4,Female,3,1,4,2,1,1,96,1,0,1,0,1,0
1407,5,Male,4,5,2,1,0,0,58,0,1,0,1,0,1
1408,6,Male,3,1,1,3,1,1,66,0,1,0,0,0,1
1409,5,Male,2,1,5,3,0,1,91,1,0,0,0,0,0
1410,4,Female,4,2,2,5,0,0,65,0,0,1,0,1,0
1411,6,Female,4,1,2,4,0,0,76,0,1,0,1,1,0
1412,6,Male,3,5,2,3,0,0,53,1,1,1,0,0,0
1413,6,Female,2,4,2,3,1,1,85,0,1,1,1,0,0
1414,3,Male,5,2,1,4,0,0,69,1,0,1,0,0,0
1415,4,Male,2,3,1,2,0,0,61,0,0,1,1,1,1
1416,7,Male,4,3,2,1,1,0,76,1,1,1,0,1,0
1417,7,Female,3,3,3,2,1,0,82,0,0,0,1,1,1
1418,7,Male,1,4,3,2,1,1,97,0,1,1,1,1,0
1419,5,Male,1,1,1,4,0,0,87,0,1,0,1,0,0
1420,3,Female,2,2,1,4,1,1,62,0,0,0,0,1,1
1421,3,Female,1,3,1,4,0,0,75,1,1,0,1,1,1
1422,6,Male,3,3,5,5,1,0,79,0,1,0,1,0,0
1423,3,Female,5,1,5,4,1,0,65,0,0,1,1,1,1
1424,3,Male,4,2,3,2,0,0,88,0,1,1,1,0,1
1425,6,Female,2,1,2,3,1,0,88,1,0,1,0,0,1
1426,3,Male,4,2,4,5,1,1,82,1,1,0,0,0,1
1427,3,Female,1,3,4,4,0,0,51,1,0,1,1,1,1
1428,5,Female,5,4,2,3,0,0,71,1,0,1,1,0,0
1429,4,Male,3,2,3,1,1,1,62,0,1,1,0,0,0
1430,3,Female,2,3,1,2,1,1,59,0,1,0,1,0,1
1431,3,Male,3,5,1,5,1,1,98,1,1,1,1,1,0
1432,4,Female,3,4,4,5,0,1,62,1,0,0,0,0,1
1433,6,Male,4,1,4,4,1,0,56,0,1,0,1,1,0
1434,7,Male,4,4,1,3,1,1,65,1,0,1,1,0,1
1435,5,Male,4,3,1,4,1,1,65,0,1,1,1,1,1
1436,6,Female,3,1,2,4,1,1,59,0,0,1,1,0,0
1437,3,Female,4,1,3,3,1,1,55,1,1,1,0,0,0
1438,4,Male,4,2,2,2,0,0,51,1,1,1,1,0,1
1439,5,Male,5,4,5,3,1,0,74,0,0,1,0,0,0
1440,6,Female,2,1,4,5,0,0,50,1,0,0,0,1,0
1441,5,Male,1,1,3,4,0,1,72,1,1,0,0,0,1
1442,6,Male,1,1,3,3,1,0,87,0,1,0,0,0,1
1443,7,Male,2,1,1,1,0,1,92,1,1,1,0,0,1
1444,7,Female,4,1,3,3,1,0,94,1,1,1,1,0,0
1445,5,Male,3,4,1,4,0,0,80,1,0,0,1,0,1
1446,7,Male,5,3,2,3,1,1,97,1,0,0,0,1,0
1447,4,Male,1,3,1,3,1,0,54,1,0,1,0,1,1
1448,5,Male,1,5,5,5,1,1,55,1,0,0,1,0,1
1449,5,Female,2,1,3,3,1,1,52,0,0,0,1,1,0
1450,5,Female,5,3,4,3,1,1,100,0,0,0,1,1,1
1451,6,Male,3,2,3,4,0,1,71,0,0,0,0,0,0
1452,6,Female,1,1,4,4,0,1,80,0,1,1,0,0,0
1453,4,Female,2,2,2,4,1,1,69,0,0,1,1,0,1
1454,7,Male,1,1,4,3,1,0,79,1,0,0,1,0,1
1455,6,Female,5,3,5,4,1,0,62,1,0,1,1,1,0
1456,3,Female,4,4,5,2,1,1,51,1,0,0,0,1,1
1457,7,Male,5,3,4,2,1,1,69,1,1,1,0,0,1
1458,5,Female,5,2,1,3,0,1,97,1,0,0,1,1,0
1459,4,Female,3,4,5,4,1,1,91,1,1,1,0,1,0
1460,5,Female,5,5,1,2,0,1,98,1,0,0,1,1,1
1461,4,Male,1,1,3,5,1,1,79,1,0,1,0,1,0
1462,7,Female,5,3,4,2,0,0,55,0,0,0,1,1,0
1463,6,Female,5,4,5,5,0,1,70,0,1,1,0,0,0
1464,4,Female,2,3,5,4,0,0,91,1,0,0,1,0,0
1465,3,Male,2,1,4,3,0,0,70,1,1,1,0,1,1
1466,7,Male,4,4,3,2,0,1,73,0,1,1,1,1,0
1467,5,Male,1,2,3,2,1,0,86,0,0,0,1,0,0
1468,5,Female,2,3,5,3,0,1,77,1,0,1,1,0,1
1469,5,Female,2,5,4,2,1,1,78,0,1,1,1,0,1
1470,5,Male,3,4,2,3,0,0,79,0,1,0,0,1,0
1471,6,Male,3,1,1,1,1,0,60,1,0,0,0,1,1
1472,3,Male,2,2,3,2,0,1,62,1,0,0,0,1,1
1473,3,Male,5,4,1,5,0,0,81,0,0,1,1,1,0
1474,6,Female,4,1,3,3,1,0,95,0,1,1,0,1,0
1475,6,Female,5,2,1,1,1,1,64,1,1,0,1,0,0
1476,6,Female,3,2,5,2,1,0,95,0,0,0,1,0,1
1477,6,Female,2,4,5,1,1,0,68,0,0,0,1,0,0
1478,7,Male,5,3,1,2,1,0,80,1,0,1,1,0,0
1479,7,Male,4,3,4,1,1,0,85,1,1,1,0,0,1
1480,3,Female,4,3,1,5,1,0,53,0,1,0,1,0,1
1481,7,Male,4,5,4,3,1,0,75,0,0,0,0,1,0
1482,6,Male,3,4,2,2,1,1,97,0,0,1,1,1,0
1483,7,Male,1,5,5,2,1,0,62,0,1,0,1,1,0
1484,6,Female,1,1,3,1,0,1,89,1,1,1,1,0,0
1485,4,Female,5,2,1,4,0,0,80,1,1,0,0,1,1
1486,7,Male,3,5,3,4,0,1,68,1,1,0,1,1,0
1487,5,Female,3,2,4,4,1,1,97,0,1,1,1,0,1
1488,5,Male,5,4,4,2,1,1,92,1,0,1,0,0,0
1489,6,Male,4,1,5,5,1,1,82,0,0,1,1,1,0
1490,7,Female,2,3,3,4,0,1,75,0,1,0,0,0,0
1491,3,Female,3,3,3,3,1,0,57,0,1,0,0,0,0
1492,6,Male,4,5,3,3,0,1,81,0,1,0,1,1,0
1493,4,Male,3,5,1,2,0,0,82,0,0,0,1,1,0
1494,4,Female,2,3,2,2,0,0,80,0,1,1,1,0,0
1495,6,Female,5,3,4,5,0,0,60,0,1,0,1,1,0
1496,5,Male,5,4,2,3,1,0,66,0,1,0,1,1,0
1497,7,Male,3,5,5,1,1,1,53,0,1,0,1,0,0
1498,5,Female,1,2,1,2,1,0,52,0,1,0,0,1,0
1499,6,Male,1,5,1,3,1,0,73,0,0,0,0,1,1
1500,3,Male,5,1,5,5,1,0,64,0,0,0,1,0,0
1501,6,Female,5,3,3,1,1,1,92,1,1,1,0,1,1
1502,3,Female,5,4,1,4,1,1,62,0,0,1,1,1,0
1503,6,Male,4,1,2,4,1,1,67,0,0,0,1,1,1
1504,6,Female,2,5,1,4,1,0,51,0,0,0,0,0,1
1505,6,Female,2,2,4,4,1,0,80,0,0,1,0,1,1
1506,7,Male,5,4,3,4,1,1,63,0,1,1,0,1,1
1507,7,Female,3,1,3,2,0,1,67,1,1,1,0,1,0
1508,7,Female,5,3,3,2,1,1,58,1,0,0,1,1,0
1509,5,Male,3,1,1,4,1,0,61,0,1,0,1,0,0
1510,5,Male,4,2,4,2,1,0,54,1,1,0,1,0,1
1511,7,Female,4,2,3,3,1,0,89,0,1,1,1,0,1
1512,4,Male,3,5,3,3,0,1,71,1,0,0,0,0,1
1513,3,Male,3,5,4,4,0,1,78,1,0,1,0,0,0
1514,7,Female,4,4,1,1,0,1,84,0,1,1,1,1,0
1515,6,Male,2,3,5,5,1,1,98,1,0,0,1,1,0
1516,3,Male,2,1,4,5,1,1,57,0,1,1,1,0,1
1517,5,Female,5,1,4,2,0,0,97,1,1,0,1,1,0
1518,3,Female,5,5,5,5,1,1,84,0,0,0,0,1,0
1519,5,Female,4,3,3,3,1,0,74,0,1,1,0,0,0
1520,7,Male,5,1,2,2,1,0,63,1,0,0,0,1,0
1521,5,Male,2,5,3,5,1,0,59,0,0,1,1,0,1
1522,6,Male,5,5,2,2,0,1,91,0,0,1,1,0,0
1523,7,Female,4,3,2,3,0,0,89,0,0,1,0,1,0
1524,3,Female,1,3,2,5,0,0,60,0,0,0,1,0,1
1525,4,Male,4,3,3,5,1,0,86,0,0,1,1,0,0
1526,4,Male,4,5,1,1,1,0,56,1,1,0,1,0,0
1527,5,Female,5,4,2,1,0,1,85,0,1,1,1,0,1
1528,4,Female,3,2,5,1,0,0,78,0,1,0,0,1,0
1529,3,Male,1,4,3,1,0,1,74,0,1,0,1,0,1
1530,3,Female,5,5,5,1,1,0,89,0,1,0,0,0,1
1531,7,Female,2,3,4,4,1,1,83,0,0,1,1,0,1
1532,7,Male,2,2,5,3,1,0,62,1,0,0,1,0,0
1533,4,Female,5,5,3,3,1,0,84,0,1,0,1,1,1
1534,4,Female,4,4,1,2,1,0,100,1,0,1,0,1,0
1535,3,Male,5,2,3,2,0,1,62,1,0,1,1,0,0
1536,4,Male,4,5,3,2,1,0,56,0,0,1,0,0,0
1537,6,Female,2,5,2,1,0,1,83,1,0,1,1,0,0
1538,6,Female,2,4,3,2,0,0,80,0,0,0,1,0,0
1539,7,Female,5,3,5,5,0,0,66,1,0,1,1,1,0
1540,5,Male,5,2,2,3,1,1,96,0,0,0,0,0,1
1541,6,Female,2,4,1,4,1,1,89,1,1,0,1,0,1
1542,6,Female,2,3,2,5,0,0,64,0,0,0,1,0,0
1543,5,Female,5,5,3,4,1,1,52,0,1,1,1,0,1
1544,3,Female,2,3,3,2,1,1,84,1,0,1,0,1,0
1545,4,Male,2,3,1,1,0,0,88,1,1,0,1,1,1
1546,7,Female,5,2,2,2,0,0,67,0,1,0,0,0,1
1547,3,Female,2,4,5,5,1,0,72,0,1,0,1,0,0
1548,5,Male,3,2,3,3,0,1,95,1,0,1,1,0,1
1549,6,Male,3,3,1,3,0,1,63,1,0,0,1,1,1
1550,6,Female,4,5,2,1,0,1,87,0,1,1,1,1,0
1551,6,Male,1,3,3,4,1,1,65,1,0,0,1,1,1
1552,6,Male,5,1,5,2,0,0,70,0,0,0,0,1,0
1553,5,Female,3,2,4,4,1,0,76,1,0,1,0,0,0
1554,7,Male,1,3,2,1,1,0,61,0,1,0,0,1,1
1555,6,Female,1,5,1,4,1,1,100,0,0,0,1,1,0
1556,7,Female,2,3,2,4,1,1,86,1,1,1,1,1,0
1557,5,Female,3,4,5,2,1,0,86,1,1,1,1,1,1
1558,6,Male,4,4,4,2,1,0,69,0,1,1,1,0,0
1559,7,Female,2,1,1,3,1,1,56,0,0,0,0,1,1
1560,4,Female,3,3,4,2,0,1,69,1,1,1,1,0,0
1561,4,Male,4,1,5,2,1,0,73,0,0,1,1,0,0
1562,5,Male,4,3,2,4,0,1,94,1,1,0,0,0,1
1563,6,Male,2,4,3,4,0,0,63,0,0,1,0,0,0
1564,4,Male,2,1,4,4,1,1,60,0,1,0,1,0,0
1565,6,Female,4,4,4,1,1,1,52,0,0,0,0,1,1
1566,7,Female,5,2,4,4,0,0,94,1,0,1,0,1,0
1567,6,Male,4,2,5,5,1,1,82,0,0,1,1,0,1
1568,5,Male,4,1,4,5,0,0,79,1,1,0,1,1,0
1569,6,Male,4,3,1,2,1,1,73,0,0,0,0,1,1
1570,7,Female,4,4,5,1,0,1,56,1,0,1,1,0,1
1571,6,Male,3,5,2,3,1,0,67,1,0,0,0,1,1
1572,5,Male,1,1,5,3,0,1,72,0,1,0,0,0,0
1573,7,Female,1,1,3,3,0,1,91,1,0,1,1,1,0
1574,3,Female,4,5,2,5,1,0,61,0,0,1,1,1,1
1575,3,Male,4,2,5,3,0,1,63,0,0,0,0,1,0
1576,5,Female,4,4,4,1,0,1,98,0,0,1,0,1,0
1577,5,Female,1,2,2,5,0,0,75,0,0,1,0,1,1
1578,3,Male,4,4,2,4,1,0,84,0,1,0,0,1,1
1579,5,Male,4,3,4,5,1,0,97,1,0,1,1,1,1
1580,3,Female,4,3,2,3,1,0,73,1,0,0,1,1,0
